addr	how	frozen	evidence
00497800	annotated	CSimpleAnimGroup::GetScriptByName	tag in src/ui/simple/CSimpleAnimGroup.cpp
00497920	annotated	CSimpleAnimGroup::ShouldStopStepping	tag in src/ui/simple/CSimpleAnimGroup.cpp
00497ba0	annotated	AnimSmoothingApply	tag in src/ui/simple/CSimpleAnim.cpp
00497c30	annotated	AnimLoadXML_Scripts	tag in src/ui/simple/CSimpleAnim.cpp
00497fe0	annotated	CSimpleAnim::GetRegionParent	tag in src/ui/simple/CSimpleAnim.cpp
00498040	annotated	CSimpleTranslationAnim::OnApply	tag in src/ui/simple/CSimpleAnimTypes.cpp
00498090	annotated	CSimpleRotationAnim::OnApply	tag in src/ui/simple/CSimpleAnimTypes.cpp
004980d0	override	CSimpleScaleAnim::GetScale	
004980f0	annotated	CSimpleScaleAnim::OnApply	tag in src/ui/simple/CSimpleAnimTypes.cpp
00498150	annotated	CSimpleScaleAnim::OnUnapply	tag in src/ui/simple/CSimpleAnimTypes.cpp
004982e0	annotated	CSimpleAlphaAnim::SetChange	tag in src/ui/simple/CSimpleAnimTypes.cpp
00498330	annotated	CSimpleAlphaAnim::OnApply	tag in src/ui/simple/CSimpleAnimTypes.cpp
004985f0	annotated	CSimpleAnim::Advance	tag in src/ui/simple/CSimpleAnim.cpp
004987e0	annotated	CSimpleControlPoint::LoadXML	tag in src/ui/simple/CSimpleAnimTypes.cpp
00498d50	annotated	CSimpleAnim::OnUpdate	tag in src/ui/simple/CSimpleAnim.cpp
0049a060	annotated	CSimpleAnimGroup::LoadXML	tag in src/ui/simple/CSimpleAnimGroup.cpp
0049a8f0	annotated	CSimpleAnimGroup::Play	tag in src/ui/simple/CSimpleAnimGroup.cpp
0049ab60	annotated	CSimpleAnimGroup::OnAnimationFinished	tag in src/ui/simple/CSimpleAnimGroup.cpp
0049ad80	annotated	CSimpleAnim::Play	tag in src/ui/simple/CSimpleAnim.cpp
0049b470	annotated	CSimpleAnimGroup::AdvanceOrder	tag in src/ui/simple/CSimpleAnimGroup.cpp
0049b810	annotated	CSimpleAnim::LoadXML	tag in src/ui/simple/CSimpleAnim.cpp
0049bb00	annotated	CSimpleTranslationAnim::LoadXML	tag in src/ui/simple/CSimpleAnimTypes.cpp
0049bc10	annotated	CSimpleRotationAnim::LoadXML	tag in src/ui/simple/CSimpleAnimTypes.cpp
0049bd20	annotated	CSimpleScaleAnim::LoadXML	tag in src/ui/simple/CSimpleAnimTypes.cpp
0049bf00	annotated	CSimplePathAnim::LoadXML	tag in src/ui/simple/CSimpleAnimTypes.cpp
0049c170	annotated	CSimpleAlphaAnim::LoadXML	tag in src/ui/simple/CSimpleAnimTypes.cpp
0049c350	annotated	CSimpleAnimGroup::OnUpdate	tag in src/ui/simple/CSimpleAnimGroup.cpp
0049c830	callgraph	CFramePoint::GetRelativeRect	only unmatched callee of 0049c900=CFramePoint::X, 0049c9a0=CFramePoint::Y
0049c900	callgraph	CFramePoint::X	only unmatched callee of 00488db0=CLayoutFrame::Sub488DB0
0049c9a0	callgraph	CFramePoint::Y	only unmatched callee of 00488e40=CLayoutFrame::Sub488E40
0049cad0	table	CScriptRegion_IsProtected	binding "IsProtected" in ScriptRegionMethods ~ table 00ac1480
0049cb60	table	CScriptRegion_CanChangeProtectedState	binding "CanChangeProtectedState" in ScriptRegionMethods ~ table 00ac1480
0049cbd0	table	CScriptRegion_SetParent	binding "SetParent" in ScriptRegionMethods ~ table 00ac1480
0049ce50	annotated	CScriptRegion_GetRect	tag in src/ui/CScriptRegionScript.cpp
0049cf90	table	CScriptRegion_GetCenter	binding "GetCenter" in ScriptRegionMethods ~ table 00ac1480
0049d0b0	table	CScriptRegion_GetLeft	binding "GetLeft" in ScriptRegionMethods ~ table 00ac1480
0049d170	table	CScriptRegion_GetRight	binding "GetRight" in ScriptRegionMethods ~ table 00ac1480
0049d230	table	CScriptRegion_GetTop	binding "GetTop" in ScriptRegionMethods ~ table 00ac1480
0049d2f0	table	CScriptRegion_GetBottom	binding "GetBottom" in ScriptRegionMethods ~ table 00ac1480
0049d3b0	table	CScriptRegion_GetWidth	binding "GetWidth" in ScriptRegionMethods ~ table 00ac1480
0049d480	table	CScriptRegion_SetWidth	binding "SetWidth" in ScriptRegionMethods ~ table 00ac1480
0049d550	table	CScriptRegion_GetHeight	binding "GetHeight" in ScriptRegionMethods ~ table 00ac1480
0049d620	table	CScriptRegion_SetHeight	binding "SetHeight" in ScriptRegionMethods ~ table 00ac1480
0049d6f0	table	CScriptRegion_GetSize	binding "GetSize" in ScriptRegionMethods ~ table 00ac1480
0049d7a0	table	CScriptRegion_SetSize	binding "SetSize" in ScriptRegionMethods ~ table 00ac1480
0049d8b0	table	CScriptRegion_GetNumPoints	binding "GetNumPoints" in ScriptRegionMethods ~ table 00ac1480
0049d950	table	CScriptRegion_GetPoint	binding "GetPoint" in ScriptRegionMethods ~ table 00ac1480
0049db10	table	CScriptRegion_SetPoint	binding "SetPoint" in ScriptRegionMethods ~ table 00ac1480
0049de40	table	CScriptRegion_SetAllPoints	binding "SetAllPoints" in ScriptRegionMethods ~ table 00ac1480
0049e010	table	CScriptRegion_ClearAllPoints	binding "ClearAllPoints" in ScriptRegionMethods ~ table 00ac1480
0049e070	table	CScriptRegion_StopAnimating	binding "StopAnimating" in ScriptRegionMethods ~ table 00ac1480
0049e0b0	annotated	CScriptRegion_IsDragging	tag in src/ui/CScriptRegionScript.cpp
0049e100	table	CScriptRegion_IsMouseOver	binding "IsMouseOver" in ScriptRegionMethods ~ table 00ac1480
0049e260	table	CScriptRegion_GetAnimationGroups	binding "GetAnimationGroups" in ScriptRegionMethods ~ table 00ac1480
0049e350	table	CScriptRegion_CreateAnimationGroup	binding "CreateAnimationGroup" in ScriptRegionMethods ~ table 00ac1480
0049e5b0	annotated	CSimpleFrame_GetTitleRegion	tag in src/ui/simple/CSimpleFrameScript.cpp
0049e630	table	CSimpleFrame_CreateTitleRegion	binding "CreateTitleRegion" in SimpleFrameMethods ~ table 00ac1550
0049e700	table	CSimpleFrame_GetBoundsRect	binding "GetBoundsRect" in SimpleFrameMethods ~ table 00ac1550
0049e830	table	CSimpleFrame_GetFrameStrata	binding "GetFrameStrata" in SimpleFrameMethods ~ table 00ac1550
0049e880	table	CSimpleFrame_SetFrameStrata	binding "SetFrameStrata" in SimpleFrameMethods ~ table 00ac1550
0049e980	table	CSimpleFrame_GetFrameLevel	binding "GetFrameLevel" in SimpleFrameMethods ~ table 00ac1550
0049e9d0	table	CSimpleFrame_SetFrameLevel	binding "SetFrameLevel" in SimpleFrameMethods ~ table 00ac1550
0049eab0	annotated	CSimpleFrame_HasScript	tag in src/ui/simple/CSimpleFrameScript.cpp
0049eb70	table	CSimpleFrame_GetScript	binding "GetScript" in SimpleFrameMethods ~ table 00ac1550
0049ec80	table	CSimpleFrame_SetScript	binding "SetScript" in SimpleFrameMethods ~ table 00ac1550
0049edb0	table	CSimpleFrame_HookScript	binding "HookScript" in SimpleFrameMethods ~ table 00ac1550
0049efe0	table	CSimpleFrame_RegisterEvent	binding "RegisterEvent" in SimpleFrameMethods ~ table 00ac1550
0049f060	table	CSimpleFrame_UnregisterEvent	binding "UnregisterEvent" in SimpleFrameMethods ~ table 00ac1550
0049f0e0	annotated	CSimpleFrame_RegisterAllEvents	tag in src/ui/simple/CSimpleFrameScript.cpp
0049f120	annotated	CSimpleFrame_UnregisterAllEvents	tag in src/ui/simple/CSimpleFrameScript.cpp
0049f160	table	CSimpleFrame_IsEventRegistered	binding "IsEventRegistered" in SimpleFrameMethods ~ table 00ac1550
0049f210	table	CSimpleFrame_AllowAttributeChanges	binding "AllowAttributeChanges" in SimpleFrameMethods ~ table 00ac1550
0049f260	table	CSimpleFrame_CanChangeAttributes	binding "CanChangeAttribute" in SimpleFrameMethods ~ table 00ac1550
0049f2d0	table	CSimpleFrame_GetAttribute	binding "GetAttribute" in SimpleFrameMethods ~ table 00ac1550
0049f610	table	CSimpleFrame_SetAttribute	binding "SetAttribute" in SimpleFrameMethods ~ table 00ac1550
0049f790	table	CSimpleFrame_GetEffectiveScale	binding "GetEffectiveScale" in SimpleFrameMethods ~ table 00ac1550
0049f7d0	annotated	CSimpleFrame_GetScale	tag in src/ui/simple/CSimpleFrameScript.cpp
0049f820	table	CSimpleFrame_SetScale	binding "SetScale" in SimpleFrameMethods ~ table 00ac1550
0049f900	annotated	CSimpleFrame_GetEffectiveAlpha	tag in src/ui/simple/CSimpleFrameScript.cpp
0049f980	annotated	CSimpleFrame_GetAlpha	tag in src/ui/simple/CSimpleFrameScript.cpp
0049f9e0	table	CSimpleFrame_SetAlpha	binding "SetAlpha" in SimpleFrameMethods ~ table 00ac1550
0049fab0	table	CSimpleFrame_GetID	binding "GetID" in SimpleFrameMethods ~ table 00ac1550
0049fb00	table	CSimpleFrame_SetID	binding "SetID" in SimpleFrameMethods ~ table 00ac1550
0049fbb0	table	CSimpleFrame_SetToplevel	binding "SetToplevel" in SimpleFrameMethods ~ table 00ac1550
0049fc30	table	CSimpleFrame_IsToplevel	binding "IsToplevel" in SimpleFrameMethods ~ table 00ac1550
0049fc90	table	CSimpleFrame_EnableDrawLayer	binding "EnableDrawLayer" in SimpleFrameMethods ~ table 00ac1550
0049fd00	table	CSimpleFrame_DisableDrawLayer	binding "DisableDrawLayer" in SimpleFrameMethods ~ table 00ac1550
0049fd70	table	CSimpleFrame_Show	binding "Show" in SimpleFrameMethods ~ table 00ac1550
0049fdd0	table	CSimpleFrame_Hide	binding "Hide" in SimpleFrameMethods ~ table 00ac1550
0049fe30	table	CSimpleFrame_IsVisible	binding "IsVisible" in SimpleFrameMethods ~ table 00ac1550
0049fe90	table	CSimpleFrame_IsShown	binding "IsShown" in SimpleFrameMethods ~ table 00ac1550
0049fef0	table	CSimpleFrame_Raise	binding "Raise" in SimpleFrameMethods ~ table 00ac1550
0049ff50	table	CSimpleFrame_Lower	binding "Lower" in SimpleFrameMethods ~ table 00ac1550
0049ffb0	annotated	CSimpleFrame_GetHitRectInsets	tag in src/ui/simple/CSimpleFrameScript.cpp
004a0090	table	CSimpleFrame_SetHitRectInsets	binding "SetHitRectInsets" in SimpleFrameMethods ~ table 00ac1550
004a0230	annotated	CSimpleFrame_GetClampRectInsets	tag in src/ui/simple/CSimpleFrameScript.cpp
004a0310	table	CSimpleFrame_SetClampRectInsets	binding "SetClampRectInsets" in SimpleFrameMethods ~ table 00ac1550
004a0480	annotated	CSimpleFrame_GetMinResize	tag in src/ui/simple/CSimpleFrameScript.cpp
004a0520	annotated	CSimpleFrame_SetMinResize	tag in src/ui/simple/CSimpleFrameScript.cpp
004a0640	annotated	CSimpleFrame_GetMaxResize	tag in src/ui/simple/CSimpleFrameScript.cpp
004a06e0	annotated	CSimpleFrame_SetMaxResize	tag in src/ui/simple/CSimpleFrameScript.cpp
004a0800	table	CSimpleFrame_SetMovable	binding "SetMovable" in SimpleFrameMethods ~ table 00ac1550
004a0850	table	CSimpleFrame_IsMovable	binding "IsMovable" in SimpleFrameMethods ~ table 00ac1550
004a08c0	annotated	CSimpleFrame_SetDontSavePosition	tag in src/ui/simple/CSimpleFrameScript.cpp
004a0910	annotated	CSimpleFrame_GetDontSavePosition	tag in src/ui/simple/CSimpleFrameScript.cpp
004a0980	table	CSimpleFrame_SetResizable	binding "SetResizable" in SimpleFrameMethods ~ table 00ac1550
004a09d0	table	CSimpleFrame_IsResizable	binding "IsResizable" in SimpleFrameMethods ~ table 00ac1550
004a0a40	annotated	CSimpleFrame_StartMoving	tag in src/ui/simple/CSimpleFrameScript.cpp
004a0b10	annotated	CSimpleFrame_StartSizing	tag in src/ui/simple/CSimpleFrameScript.cpp
004a0c20	table	CSimpleFrame_StopMovingOrSizing	binding "StopMovingOrSizing" in SimpleFrameMethods ~ table 00ac1550
004a0c70	table	CSimpleFrame_SetUserPlaced	binding "SetUserPlaced" in SimpleFrameMethods ~ table 00ac1550
004a0d00	table	CSimpleFrame_IsUserPlaced	binding "IsUserPlaced" in SimpleFrameMethods ~ table 00ac1550
004a0d70	table	CSimpleFrame_SetClampedToScreen	binding "SetClampedToScreen" in SimpleFrameMethods ~ table 00ac1550
004a0dc0	table	CSimpleFrame_IsClampedToScreen	binding "IsClampedToScreen" in SimpleFrameMethods ~ table 00ac1550
004a0e20	table	CSimpleFrame_RegisterForDrag	binding "RegisterForDrag" in SimpleFrameMethods ~ table 00ac1550
004a0ec0	table	CSimpleFrame_EnableKeyboard	binding "EnableKeyboard" in SimpleFrameMethods ~ table 00ac1550
004a0f60	table	CSimpleFrame_IsKeyboardEnabled	binding "IsKeyboardEnabled" in SimpleFrameMethods ~ table 00ac1550
004a0fd0	table	CSimpleFrame_EnableMouse	binding "EnableMouse" in SimpleFrameMethods ~ table 00ac1550
004a1060	table	CSimpleFrame_IsMouseEnabled	binding "IsMouseEnabled" in SimpleFrameMethods ~ table 00ac1550
004a10d0	table	CSimpleFrame_EnableMouseWheel	binding "EnableMouseWheel" in SimpleFrameMethods ~ table 00ac1550
004a1160	table	CSimpleFrame_IsMouseWheelEnabled	binding "IsMouseWheelEnabled" in SimpleFrameMethods ~ table 00ac1550
004a11d0	annotated	CSimpleFrame_EnableJoystick	tag in src/ui/simple/CSimpleFrameScript.cpp
004a1260	table	CSimpleFrame_IsJoystickEnabled	binding "IsJoystickEnabled" in SimpleFrameMethods ~ table 00ac1550
004a12d0	annotated	CSimpleFrame_GetBackdrop	tag in src/ui/simple/CSimpleFrameScript.cpp
004a15a0	annotated	CSimpleFrame_SetBackdrop	tag in src/ui/simple/CSimpleFrameScript.cpp
004a19a0	annotated	CSimpleFrame_GetBackdropColor	tag in src/ui/simple/CSimpleFrameScript.cpp
004a1a80	table	CSimpleFrame_SetBackdropColor	binding "SetBackdropColor" in SimpleFrameMethods ~ table 00ac1550
004a1af0	annotated	CSimpleFrame_GetBackdropBorderColor	tag in src/ui/simple/CSimpleFrameScript.cpp
004a1bd0	table	CSimpleFrame_SetBackdropBorderColor	binding "SetBackdropBorderColor" in SimpleFrameMethods ~ table 00ac1550
004a1c40	annotated	CSimpleFrame_SetDepth	tag in src/ui/simple/CSimpleFrameScript.cpp
004a1cc0	annotated	CSimpleFrame_GetDepth	tag in src/ui/simple/CSimpleFrameScript.cpp
004a1d20	annotated	CSimpleFrame_GetEffectiveDepth	tag in src/ui/simple/CSimpleFrameScript.cpp
004a1d80	table	CSimpleFrame_IgnoreDepth	binding "IgnoreDepth" in SimpleFrameMethods ~ table 00ac1550
004a1e00	annotated	CSimpleFrame_IsIgnoringDepth	tag in src/ui/simple/CSimpleFrameScript.cpp
004a1e80	table	CSimpleFrame_GetNumRegions	binding "GetNumRegions" in SimpleFrameMethods ~ table 00ac1550
004a1f10	table	CSimpleFrame_GetRegions	binding "GetRegions" in SimpleFrameMethods ~ table 00ac1550
004a2010	table	CSimpleFrame_CreateTexture	binding "CreateTexture" in SimpleFrameMethods ~ table 00ac1550
004a2240	table	CSimpleFrame_CreateFontString	binding "CreateFontString" in SimpleFrameMethods ~ table 00ac1550
004a2490	table	CSimpleFrame_GetNumChildren	binding "GetNumChildren" in SimpleFrameMethods ~ table 00ac1550
004a2510	table	CSimpleFrame_GetChildren	binding "GetChildren" in SimpleFrameMethods ~ table 00ac1550
004a25f0	callorder	CBackdropGenerator::SetVertexColor	same slot between linked calls in 004a1a80=CSimpleFrame_SetBackdropColor
004a2630	callorder	CBackdropGenerator::SetBorderVertexColor	same slot between linked calls in 004a1bd0=CSimpleFrame_SetBackdropBorderColor
004a2780	string	CBackdropGenerator::LoadXML	unique "BackgroundInsets"
004a29d0	callorder	CBackdropGenerator::Generate	same slot between linked calls in 004a15a0=CSimpleFrame_SetBackdrop
004a2d40	override	CBackdropGenerator::CBackdropGenerator	
004a3790	annotated	FontString_SetFontObject	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a38f0	annotated	FontString_GetFontObject	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a3a50	annotated	FontString_SetFont	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a3b60	annotated	FontString_GetFont	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a3c50	annotated	FontString_SetTextColor	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a3ca0	annotated	FontString_GetTextColor	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a3d40	annotated	FontString_SetShadowColor	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a3dc0	annotated	FontString_GetShadowColor	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a3e60	annotated	FontString_SetShadowOffset	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a3f20	annotated	FontString_GetShadowOffset	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a3f90	annotated	FontString_SetSpacing	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a4040	annotated	FontString_GetSpacing	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a4080	annotated	FontString_GetJustifyH	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a40b0	annotated	FontString_GetJustifyV	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a40e0	annotated	FontString_GetIndentedWordWrap	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a4120	table	CSimpleFont_GetObjectType	binding "GetObjectType" in SimpleFontMethods ~ table 00ac1818
004a4170	table	CSimpleFont_IsObjectType	binding "IsObjectType" in SimpleFontMethods ~ table 00ac1818
004a4220	table	CSimpleFont_GetName	binding "GetName" in SimpleFontMethods ~ table 00ac1818
004a4280	annotated	CSimpleFont_SetFontObject	tag in src/ui/simple/CSimpleFontScript.cpp
004a42d0	annotated	CSimpleFont_GetFontObject	tag in src/ui/simple/CSimpleFontScript.cpp
004a4350	override	CSimpleFont_CopyFontObject	
004a43a0	annotated	CSimpleFont_SetFont	tag in src/ui/simple/CSimpleFontScript.cpp
004a43f0	table	CSimpleFont_GetFont	binding "GetFont" in SimpleFontMethods ~ table 00ac1818
004a4440	annotated	CSimpleFont_SetAlpha	tag in src/ui/simple/CSimpleFontScript.cpp
004a4490	annotated	CSimpleFont_GetAlpha	tag in src/ui/simple/CSimpleFontScript.cpp
004a4500	annotated	CSimpleFont_SetTextColor	tag in src/ui/simple/CSimpleFontScript.cpp
004a4590	table	CSimpleFont_GetTextColor	binding "GetTextColor" in SimpleFontMethods ~ table 00ac1818
004a45e0	annotated	CSimpleFont_SetShadowColor	tag in src/ui/simple/CSimpleFontScript.cpp
004a4630	annotated	CSimpleFont_GetShadowColor	tag in src/ui/simple/CSimpleFontScript.cpp
004a4680	annotated	CSimpleFont_SetShadowOffset	tag in src/ui/simple/CSimpleFontScript.cpp
004a46d0	annotated	CSimpleFont_GetShadowOffset	tag in src/ui/simple/CSimpleFontScript.cpp
004a4720	annotated	CSimpleFont_SetSpacing	tag in src/ui/simple/CSimpleFontScript.cpp
004a4770	annotated	CSimpleFont_GetSpacing	tag in src/ui/simple/CSimpleFontScript.cpp
004a47e0	annotated	CSimpleFont_GetJustifyH	tag in src/ui/simple/CSimpleFontScript.cpp
004a4840	annotated	CSimpleFont_GetJustifyV	tag in src/ui/simple/CSimpleFontScript.cpp
004a48a0	annotated	CSimpleFont_GetIndentedWordWrap	tag in src/ui/simple/CSimpleFontScript.cpp
004a4930	annotated	FontString_SetJustifyH	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a49c0	annotated	FontString_SetJustifyV	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a4a50	annotated	FontString_SetIndentedWordWrap	tag in src/ui/simple/CSimpleFontStringScript.cpp
004a4ab0	annotated	CSimpleFont_SetJustifyH	tag in src/ui/simple/CSimpleFontScript.cpp
004a4b00	annotated	CSimpleFont_SetJustifyV	tag in src/ui/simple/CSimpleFontScript.cpp
004a4b50	annotated	CSimpleFont_SetIndentedWordWrap	tag in src/ui/simple/CSimpleFontScript.cpp
004a4f40	annotated	CSimpleAnim_Play	tag in src/ui/simple/CSimpleAnimScript.cpp
004a4f80	table	CSimpleAnim_Pause	binding "Pause" in SimpleAnimMethods ~ table 00ac18e0
004a4fc0	table	CSimpleAnim_Stop	binding "Stop" in SimpleAnimMethods ~ table 00ac18e0
